rank,mean_val_mse,std_val_mse,mean_val_r2,std_val_r2,mean_fit_iterations
1,7.590060566703795,0.8778282381020601,0.2676720300365842,0.07755282594751711,1635.8
2,8.553123642338543,0.8581719904665972,0.1756225462768463,0.05971431046042507,3978.8
4,9.13316413429176,0.9389271520286564,0.12067143447791058,0.04515955574461894,4000.0
3,9.22444525611645,1.018263263233936,0.11252157753228025,0.041900384754768795,4000.0
7,9.261194134468596,0.9978740954656934,0.10644235573484502,0.08740688527637272,4000.0
8,9.353252183838269,1.023944881236353,0.09796283989380912,0.0852262780114701,4000.0
5,9.389308280583354,1.0396551268635486,0.0956363581261711,0.06798898189278714,4000.0
6,9.478366004827183,1.0362114039523576,0.08663175435421352,0.07526989800069264,4000.0
